区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
广东·茂名·茂南区,茂名森林公园,4063147872,公园,4A景区,热度 0.72,广东省茂名市茂南区茂名森林公园,以森林为主，兼种新、奇、特南亚热带植被,"110.830563,21.633392"
四川·宜宾·兴文县,兴文石海,2832463844,公园,,热度 0.7,四川省宜宾市兴文县石海镇梅岭,瀑布灵秀飘逸，湖泊碧波荡漾,"105.145189,28.178225"
北京·北京·延庆县,北京野鸭湖国家湿地公园,2994684889,公园,5A景区,热度 0.7,北京市延庆县康庄镇西北,北京市市级湿地鸟类自然保护区,"115.863561,40.416199"
广东·中山·中山市区,詹园,245146644,公园,4A景区,热度 0.76,广东省中山市南区北台村105国道旁,中国古典园林的造景艺术精髓运用得淋漓尽致,"113.337474,22.440491"
江苏·扬州·广陵区,何园,4148181496,公园,4A景区,热度 0.82,江苏省扬州市广陵区徐凝门大街66号　,晚清名园，扬州园林的代表,"119.455447,32.39141"
湖南·常德·桃源县,常德桃花源,122185420,公园,4A景区,热度 1.0,湖南省常德市桃源县桃花源镇,陶渊明《桃花源记》中所描述的世外桃源,"111.453789,28.793302"
吉林·长春·南关区,净月潭,1687256194,公园,5A景区,热度 1.0,吉林省长春市净月经济开发区净月大街5840号,禅，净，修，净月潭，北普陀寺,"125.477467,43.788327"
湖南·张家界,张家界朝阳地缝一线天景区,3567146540,公园,,热度 0.0,湖南省张家界市慈利县三溶村,洞穴岩质光泽亮丽，造型怪异，规模大气,"110.98237,29.305889"
湖北·随州·曾都区,西游记公园,266112228,公园,4A景区,热度 0.0,湖北省随州市曾都区大洪山镇温泉村,让你体验海岛风情，畅享水上世界,"112.873166,31.624662"
安徽·安庆·太湖县,五千年文博园,2494284016,公园,4A景区,热度 0.0,安徽省安庆市太湖县经济开发区（县高速路口）,探文博精髓，尽享中华上下五千年文化神韵,"116.339509,30.450821"
江苏·苏州·吴中区,木渎古镇,3127571745,公园,4A景区,热度 0.76,江苏省苏州市吴中区中山西路,与灵山相辅相成，展现园林古镇的魅力,"120.512729,31.260181"
新疆·吐鲁番·吐鲁番市,坎儿井民俗园,1439746683,公园,4A景区,热度 0.7,新疆维吾尔自治区吐鲁番地区吐鲁番市新城路新城西门村888号,与长城、运河并列为中国古代三大工程,"89.154828,42.958811"
北京·北京·西城区,北海公园,2131323089,公园,4A景区,热度 0.76,北京市西城区文津街1号（故宫北）,让我们荡起双桨，小船儿推开波浪,"116.398222,39.939528"
广东·广州·从化市,流溪河国家森林公园,3983617508,公园,,热度 0.72,广东省广州从化市良口镇流溪河林场,穗北之肺，避暑圣地,"113.789926,23.756633"
河南·南阳·西峡县,恐龙遗迹园,2117609957,公园,5A景区,热度 0.82,河南省南阳市西峡县丹水镇三里庙村,参观恐龙遗迹，重返恐龙时代,"111.692795,33.23493"
山东·枣庄·滕州,滕州微山湖红荷湿地景区,3569568286,公园,4A景区,热度 0.0,山东省枣庄市滕州市滨湖镇微山湖湿地红荷旅游区,万顷红荷，百里芦荡，鸥骛翔集，碧水白帆,"116.852158,35.123777"
福建·龙岩·新罗区,龙硿洞,4173222647,公园,4A景区,热度 0.7,福建省龙岩市新罗区雁石镇龙康村,丰富的山林景观和复杂独特的喀斯特地貌,"117.263074,25.214608"
安徽·黄山·休宁县,齐云山,557006993,公园,4A景区,热度 0.72,安徽省黄山市休宁县齐云山镇岩前街018号,道教景观、丹霞地貌、摩崖石刻、山水田园,"118.046452,29.819613"
新加坡,新加坡滨海湾花园,1634867236,公园,,热度 0.0,18 Marina Gardens Drive Singapore 018953,气势磅礴的云雾林，绚烂的灯光秀，精彩纷呈,"103.86361335963,1.28156736524004"
陕西·宝鸡·陇县,关山草原,3723090305,公园,4A景区,热度 0.72,陕西省宝鸡市陇县关山草原游客服务中心(关山大道南),地势广阔，水肥草美，牧马成群,"106.709583,34.861512"
湖南·邵阳·新宁县,崀山风景名胜区,3406483502,公园,5A景区,热度 0.0,湖南省邵阳市新宁县城南10余公里处,周末坐高铁只为看石头,"110.820501,26.401032"
河北·保定·野三坡,野三坡百里峡,2788535325,公园,5A景区,热度 0.8800000000000001,河北省保定市涞水县野三坡镇苟各庄村,野三坡著名景点,"115.392307,39.672927"
广东·东莞·东莞市,梦幻百花洲,1539707603,公园,,热度 0.0,广东省东莞市新城路松山湖新城大道中心公园内,徜徉花海，您自拍的理想圣地,"113.886718,22.937157"
浙江·温州·楠溪江,石桅岩,4091958941,公园,,热度 0.74,浙江省温州市永嘉县鹤盛乡,有“浙南天柱”之誉，堪称华夏之冠,"120.906672,28.38873"
云南·保山·腾冲,腾冲火山热海旅游区,2633804861,公园,5A景区,热度 0.78,云南省保山市腾冲县离县城10公里,囊括世界9大温泉种类，是泡温泉的好去处,"98.449373,24.955378"
安徽·宿州·萧县,皇藏峪国家森林公园,869495090,公园,4A景区,热度 1.0,安徽省宿州市萧县皇藏峪国家森林公园,淮北部反映历史上生物群落面貌的区域,"117.059492,34.029733"
浙江·杭州·桐庐县,大奇山国家森林公园,3833053363,公园,3A景区,热度 0.7,浙江省桐庐县大奇山国家森林公园（大奇山路进口处）,集江南山水与草原风光于一体,"119.727577,29.775541"
福建·厦门·集美区,厦门老院子景区,1324224015,公园,4A景区,热度 0.0,福建省厦门市集美区华夏路9号,感受闽南地区的特色民俗文化和南洋文化,"118.081938,24.630456"
河北·保定·唐县,西胜沟,454876537,公园,3A景区,热度 0.7,河北省保定市唐县齐家佐乡西胜沟村,满坡满坡的葛藤和灌木，一派南国风光,"114.845937,39.010201"
陕西·延安·延川县,乾坤湾,3137017478,公园,,热度 0.0,陕西省延安市延川县,一幅天然太极图,"110.422567,36.726044"
江西·赣州·安远县,三百山国家森林公园,1019970110,公园,4A景区,热度 0.76,江西省赣州市安远县三百山镇,中山逶迤、重峦叠嶂、危崖奇石、峰奇石异,"115.46249,25.015396"
广东·清远·清新区,清远太和古洞旅游旅游风景区,3338234709,公园,3A景区,热度 0.72,广东省清远市清新县太和古洞旅游区,前临北江，后靠莲峰，气势巍峨，景象万千,"112.992066,23.742483"
河南·济源,王屋山,2708598637,公园,4A景区,热度 1.0,河南省济源市王屋镇,山峰突起，独具“王者风范”,"112.284305,35.152993"
贵州·遵义·赤水市,竹海国家森林公园,2532388359,公园,,热度 0.74,贵州省遵义赤水市城东四十余公里,有天锣、地瀑、八仙树、夫妻树等奇特的景观,"105.997021,28.471264"
江苏·苏州·沧浪区,网师园,720230425,公园,4A景区,热度 0.76,江苏省苏州市沧浪区带城桥路带城桥路阔家头巷11号,苏州园林中的中型古典山水宅园代表作品,"120.64023,31.303679"
北京·北京·东城区,故宫,989946426,古建筑,5A景区,热度 1.0,北京市东城区景山前街4号,世界五大宫之首，穿越与您近在咫尺,"116.403347,39.922148"
北京·北京·延庆县,八达岭长城,777857128,古建筑,5A景区,热度 0.82,北京市延庆县军都山关沟古道北口216省道附近,不到长城非好汉,"116.03293,40.369733"
安徽·黄山·黟县,西递村,3132765579,古建筑,5A景区,热度 0.7,安徽省黄山市黟县西递镇西递村,徽派建筑，乡间水墨画,"118.003549,29.91024"
四川·成都·都江堰市,都江堰,1582294258,古建筑,5A景区,热度 1.0,四川省成都市都江堰市,感受都江堰水利工程的古人智慧,"103.620123,31.006855"
湖北·武汉·武昌区,黄鹤楼,898602836,古建筑,5A景区,热度 1.0,湖北省武汉市武昌区蛇山,孤帆远影碧空尽，唯见长江天际流,"114.309047,30.550272"
广东·广州·番禺,岭南印象园,3633837019,古建筑,4A景区,热度 0.74,广东省广州市番禺区外环西路,岭南印象园江面上龙船竞渡，水中好戏不断,"113.411898,23.041453"
陕西·西安·临潼区,华清宫,2005661316,古建筑,5A景区,热度 0.9,陕西省西安市临潼区华清路038号,览盛唐宫阙，登骊山怀古，赏长恨歌舞,"109.218903,34.369881"
江西·上饶·婺源县,婺源篁岭,2871359243,古建筑,4A景区,热度 0.0,江西省上饶市婺源县江湾镇篁岭村,自游行的绝佳选择,"118.127595,29.339174"
江苏·苏州·金阊区,虎丘,1798026130,古建筑,5A景区,热度 0.8,江苏省苏州市金阊区山塘街虎丘山门内8号,苏东坡说到苏州不游虎丘乃憾事也,"120.587069,31.341637"
江苏·南京·钟山风景区,美龄宫,312585100,古建筑,,热度 0.0,江苏省南京市玄武区钟山中山陵景区内,一幢中国宫殿式大屋顶建筑，富丽堂皇,"118.85242916555,32.052003575182"
北京·北京·西城区,恭王府,3070792170,古建筑,5A景区,热度 0.74,北京市西城区什刹海前海西街17号,一起去看看和珅家,"116.393097,39.942341"
山东·烟台·蓬莱市,蓬莱阁,3062441807,古建筑,5A景区,热度 1.0,山东省烟台蓬莱市迎宾路7号,道教传说中著名的神仙住所和人间仙境,"120.760473,37.832144"
北京·北京·怀柔区,慕田峪长城,1987315843,古建筑,5A景区,热度 0.7,北京市怀柔区慕田峪村,电影《非诚勿扰》取景地,"116.57035,40.437612"
陕西·西安·碑林区,西安钟楼,4231428640,古建筑,,热度 0.7,陕西省西安市碑林区东、南、西、北四条大街交汇处,古朴大气的建筑风格，夜景尤其美,"108.95344,34.265657"
甘肃·嘉峪关·嘉峪关市,嘉峪关,1464040542,古建筑,5A景区,热度 0.8400000000000001,甘肃省嘉峪关市明万里长城最西端,嘉峪关——万里长城西端的主宰,"98.22983,39.813112"
山西·忻州·代县,雁门关,227376430,古建筑,5A景区,热度 0.72,山西省忻州代县雁门关景区（二广高速新广武出口8公里）,与宁武关、偏关合称为“外三关”,"112.894892,39.168842"
浙江·丽水·莲都区,古堰画乡,3967363403,古建筑,,热度 0.72,浙江省丽水市莲都区大港头镇,如此美景，恍如置身水墨画中,"119.751846,28.302032"
江西·南昌·东湖区,滕王阁,2301240201,古建筑,5A景区,热度 1.0,江西省南昌市东湖区仿古街58号,落霞与孤鹜齐飞，秋水共长天一色,"115.888564,28.686101"
河北·秦皇岛·山海关区,天下第一关（山海关）,1266648198,古建筑,,热度 0.74,河北省秦皇岛市山海关区东头条胡同,中国古长城之精华，与嘉峪关遥相呼应,"119.768109,40.012102"
湖南·岳阳·岳阳楼区,岳阳楼—君山岛景区,751669301,古建筑,5A景区,热度 1.0,湖南省岳阳市岳阳楼区洞庭北路60号,未到江南先一笑，岳阳楼上对君山,"113.013372,29.3586"
西藏·拉萨·城关区,布达拉宫,2306731853,古建筑,5A景区,热度 1.0,西藏自治区拉萨市城关区北京中路35号,朝圣者的天堂,"91.125491,29.660076"
河南·三门峡·陕县,陕州地坑院,1461802010,古建筑,,热度 0.0,河南省三门峡市陕州地坑院民俗文化园附近（东方向154米左右）,祖祖辈辈黄土人割舍不尽流淌着的血脉,"111.145534,34.697394"
山西·晋中·灵石县,山西王家大院,2084299625,古建筑,4A景区,热度 0.82,山西省晋中市灵石县静升镇静升村,汉族传统民俗文化建筑艺术的瑰宝,"111.881551,36.902417"
河南·开封·鼓楼区,开封府,2504999724,古建筑,4A景区,热度 0.96,河南省开封市包公东湖北岸,开封有个包青天，铁面无私辨忠奸,"114.353429,34.796032"
湖北·恩施·恩施市,恩施土司城,906058022,古建筑,4A景区,热度 0.8800000000000001,湖北省恩施市土司路138号,一座土家族土司文化标志性工程,"109.478573,30.307085"
浙江·杭州·西湖,六和塔,1540088511,古建筑,,热度 0.74,浙江省杭州市西湖区之江路84号,既可欣赏古塔的雄姿，又能领略钱塘江的风光,"120.138137,30.202771"
河北·石家庄·正定县,荣国府,1664758328,古建筑,4A景区,热度 0.74,河北省石家庄市正定县兴荣路51号,走进荣国府，花开红楼梦,"114.585705,38.153502"
贵州·贵阳·花溪区,青岩古镇,1308678621,古建筑,5A景区,热度 0.82,贵阳市花溪区交通路240号,由土城而渐成街巷纵横错综之石城,"106.695326,26.339051"
山西·晋中·祁县,乔家大院,1203837703,古建筑,,热度 0.9400000000000001,山西省晋中市祁县乔家堡村,一栋带有历史印记的宅院,"112.44405,37.41108"
四川·绵阳·江油市,太白碑林,4123491125,古建筑,,热度 0.0,四川省江油市青莲镇天宝山,弘扬李白文化 展现李白文化,"104.699002,31.675048"
山西·晋城·阳城县,皇城相府,3029001101,古建筑,5A景区,热度 1.0,山西省晋城市阳城县北留镇皇城村,大美皇城，传统中国年,"112.588586,35.519979"
陕西·西安·碑林区,西安城墙,2070637965,古建筑,4A景区,热度 0.82,陕西省西安市碑林区永宁门,触摸历史遗迹，感受历史沧桑,"108.953364,34.256023"
安徽·黄山·黟县,塔川,1303105918,古建筑,,热度 0.72,安徽省黄山市黟县际联镇塔川村,天人合一的画里乡村,"118.014216,30.024012"
江苏·南京·秦淮区,夫子庙,2778205010,古建筑,5A景区,热度 0.8800000000000001,江苏省南京市秦淮区龙蟠中路夫子庙,一条长江路，半部民国史,"118.795398,32.026977"
福建·厦门·思明区,胡里山炮台,3354922060,古建筑,4A景区,热度 0.8400000000000001,福建省厦门市思明区曾厝垵路2号,八闽门户、天南锁钥,"118.113008,24.435089"
陕西·西安·莲湖区,西安鼓楼,1981518486,古建筑,,热度 1.0,陕西西安市西大街北院门南口,钟为文鼓为武，文武盛地钟鼓楼,"108.949903,34.266395"
云南·大理·大理古城,崇圣寺三塔,3067239679,古建筑,5A景区,热度 0.86,云南省大理市大理古城西北两公里的苍山应乐峰下,大理的标志和象征，来大理不可错过的地方哦,"100.149535,25.710163"
安徽·黄山·黟县,南屏古镇,3038799109,古建筑,4A景区,热度 0.72,安徽省黄山市黟县碧阳镇南屏村,走进乡村回归自然好去处,"117.910234,29.905838"
云南·红河·建水县,朱家花园,1098554387,古建筑,4A景区,热度 0.82,云南省红河州建水县翰林街16号,一组规模巨大的清代民居建筑群,"102.833826,23.622492"
四川·阿坝藏族羌族自治州·理县,桃坪羌寨,1617017959,古建筑,,热度 0.7,四川省阿坝市理县桃坪乡,历史悠久，被人们誉为“神秘的东方古堡”,"103.456298,31.564523"
广西·桂林·秀峰区,独秀峰王城景区,1537503131,古建筑,5A景区,热度 0.72,广西壮族自治区桂林市秀峰区王城路1号,明代王府清朝贡院所在地，阅尽王城知桂林,"110.305678,25.289462"
吉林·长春·宽城区,伪满皇宫博物院,2889750559,古建筑,5A景区,热度 0.9199999999999999,吉林省长春市宽城区光复北路5号,伪满洲国傀儡皇帝爱新觉罗·溥仪的宫殿,"125.355927,43.911781"
河南·郑州·巩义市,康百万庄园,164823683,古建筑,4A景区,热度 0.72,河南省巩义市康店镇庄园路59号,黄土高原封建堡垒式建筑的代表,"112.957185,34.76884"
